Method,RR,Hit@5,Precision@5,Recall@5,Hit@10,Precision@10,Recall@10,query_id
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1409
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1410
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1411
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1412
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1413
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1414
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1415
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1416
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1417
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1418
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1419
BM25,0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1420
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1421
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1422
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1423
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1424
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1425
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1426
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1427
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1428
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1429
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1430
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1431
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1432
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1433
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1434
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1435
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1436
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1437
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1438
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1439
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1440
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1441
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1442
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1443
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1444
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1445
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1446
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1447
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1448
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1449
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1450
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1451
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1452
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1453
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1454
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1455
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1456
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1457
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1458
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1459
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1460
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1461
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1462
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1463
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1464
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1465
BM25,0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1466
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1467
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1468
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1469
BM25,0.3333333333333333,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1470
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1471
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1472
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1473
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1474
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1475
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1476
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1477
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1478
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1479
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1480
BM25,0.14285714285714285,0.0,0.0,0.0,1.0,0.1,1.0,auto_q_1481
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1482
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1483
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1484
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1485
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1486
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1487
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1488
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1489
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1490
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1491
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1492
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1493
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1494
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1495
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1496
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1497
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1498
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1499
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1500
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1501
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1502
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1503
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1504
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1505
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1506
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1507
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1508
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1509
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1510
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1511
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1512
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1513
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1514
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1515
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1516
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1517
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1518
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1519
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1520
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1521
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1522
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1523
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1524
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1525
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1526
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1527
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1528
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1529
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1530
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1531
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1532
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1533
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1534
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1535
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1536
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1537
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1538
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1539
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1540
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1541
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1542
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1543
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1544
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1545
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1546
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1547
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1548
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1549
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1550
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1551
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1552
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1553
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1554
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1555
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1556
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1557
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1558
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1559
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1560
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1561
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1562
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1563
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1564
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1565
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1566
BM25,0.25,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1567
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1568
BM25,0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1569
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1570
BM25,0.25,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1571
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1572
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1573
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1574
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1575
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1576
BM25,0.3333333333333333,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1577
BM25,0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1578
BM25,0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1579
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1580
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1581
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1582
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1583
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1584
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1585
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1586
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1587
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1588
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1589
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1590
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1591
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1592
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1593
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1594
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1595
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1596
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1597
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1598
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1599
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1600
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1601
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1602
BM25,0.3333333333333333,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1603
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1604
BM25,0.3333333333333333,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1605
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1606
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1607
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1608
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1609
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1610
BM25,0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1611
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1612
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1613
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1614
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1615
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1616
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1617
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1618
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1619
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1620
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1621
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1622
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1623
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1624
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1625
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1626
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1627
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1628
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1629
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1630
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1631
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1632
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1633
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1634
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1635
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1636
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1637
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1638
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1639
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1640
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1641
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1642
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1643
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1644
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1645
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1646
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1647
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1648
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1649
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1650
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1651
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1652
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1653
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1654
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1655
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1656
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1657
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1658
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1659
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1660
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1661
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1662
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1663
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1664
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1665
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1666
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1667
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1668
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1669
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1670
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1671
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1672
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1673
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1674
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1675
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1676
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1677
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1678
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1679
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1680
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1681
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1682
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1683
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1684
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1685
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1686
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1687
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1688
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1689
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1690
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1691
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1692
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1693
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1694
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1695
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1696
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1697
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1698
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1699
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1700
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1701
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1702
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1703
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1704
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1705
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1706
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1707
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1708
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1709
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1710
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1711
BM25,0.3333333333333333,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1712
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1713
BM25,0.2,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1714
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1715
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1716
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1717
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1718
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1719
BM25,0.3333333333333333,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1720
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1721
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1722
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1723
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1724
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1725
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1726
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1727
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1728
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1729
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1730
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1731
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1732
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1733
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1734
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1735
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1736
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1737
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1738
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1739
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1740
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1741
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1742
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1743
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1744
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1745
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1746
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1747
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1748
BM25,0.2,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1749
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1750
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1751
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1752
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1753
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1754
BM25,1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1755
